Distributor_Date,Distributor,TBL_IB_Serial_or_Order,Family,Model,Cylinders,Lean_or_Rich_Burn,Power_BHP,Branch,Branch_Address,Branch_City,Branch_State,Branch_Country,Owner,Owner_Address,Owner_City,Owner_State,Owner_Country,Owner_Post_Code,Site_Name,Site_Address,Site_City,Site_State,Site_Country,Site_Post_Code,Site_Longitude,Site_Latitude,Region,Engine_Market,Driven_Equipment,Driven_Equipment_Model,Engine_Application,Fuel_Type,LC_Model,Notes,Customer_Tag,Status,Duty,EQUIPMENT_STATUS,RPM,LOAD,Hours_per_Year,Engine_Location_Area,Contact_name,Contact_Email,Phone_Number,Distributor_Maintenance_Agreement?  Yes/No,Engine_Hrs_of_Last_Top_Overhaul,Date_Performed,Engine_Hrs_of_Last_Bottom_Overhaul,Date_Performed_Last,Current_Engine_Hours,Date_Verified,Engine_Modified_Yes_No,If_Yes_please_explain_modification,Other_Distributor_Info,Startup_Year,Special_Notes,INSTALLED_AT,MACHINE_DESCRIPTION,MANUFACTURER,OPERATING_PERCENTAJE,COMMENTS_if_any_OWNER,SpecNo,Service_File _No,CP,Cool_Sys,Date_of_Op_Hrs,Engine_Quantity,Sector,Air_Fuel_Ratio,Catalyst,Compressor,Engine_Facility_Name,Generator_Set,HP,Ignition_Type,Last_Maintenance_Date,Overhaul_Date,Packager,Permit_Number,Permit_Year,Turbocharger_Model,Driven_Equipment1,Fuel_Type1,Line ,JFE_Site_No,Area,TBL_IB_Region1,Startup,Ship_Date,Year,GGO_Region,OraclePartyNumber,Field0,Expr1,Expr2,Expr3,Expr4,Field1
,Gas Drive,C-17133/1,VHP,F3521GSI,,,840,,,,,,Husky Oil Operations Limited,,,,,,,02-23-23-07-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,2/20/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17133/1
,Gas Drive,C-17134/1,VHP,F3524GSI,,,840,,,,,,Shell Canada Energy,,,,,,,15-07-54-21-W5M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/1/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17134/1
,Gas Drive,C-17136/1,VHP,F3521GSI,,,740,,,,,,Nexen Incorporated,,,,,,,C-16-I/94-O-08,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17136/1
,Gas Drive,C-17140/1,VHP,L7042GSI,,,1480,,,,,,Shell Canada Energy,,,,,,,14-03-52-23-W5M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2011,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17140/1
,Gas Drive,C-17141/1,VHP,L7042GSI,,,1480,,,,,,Tourmaline Oil Corporation,,,,,,,03-18-80-17-W6M,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,3/24/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17141/1
,Gas Drive,C-17142/1,VHP,L7042GSI,,,1480,,,,,,Artek Exploration Ltd,,,,,,,15-03-88-23-W6M,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,2/28/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17142/1
,Gas Drive,C-17146/1,VHP,L7044GSI,,,1680,,,,,,TAQA North Limited,,,,,,,12-19-29-27-W4M,Rifle,CO,USA,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,11/13/2009 0:00,2009,,,Northern US,Northern US,Gas Drive,VHP,L7044GSI,C-17146/1
,Gas Drive,C-17201/1,VHP,F3521GSI,,,740,,,,,,Nexen Incorporated,,,,,,,01-16-13-29-W3M,,AK,USA,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,4/25/2010 0:00,2010,,,Northern US,Northern US,Gas Drive,VHP,F3521GSI,C-17201/1
,Gas Drive,C-17203/1,VHP,F3521GSI,,,740,,,,,,Sinopec Daylight Energy Ltd,,,,,,,06-29-47-11-W5M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,2/20/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17203/1
,Gas Drive,C-17239/1,VHP,L5774LT,,,1280,,,,,,Devon Canada Corporation,,,,,,,02-16-34-26-W4M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,11/26/2009 0:00,2009,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17239/1
,Gas Drive,C-17240/1,VHP,L5774LT,,,1280,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,1/4/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17240/1
,Gas Drive,C-17274/1,VHP,L7042GSI,,,1480,,,,,,Shell Canada Energy,,,,,,,09-30-57-21-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17274/1
,Gas Drive,C-17278/1,VHP,L7042GL,,,1480,,,,,,Perpetual Energy Operating Corp,,,,,,,08-36-51-14-W5M,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,2/27/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17278/1
,Gas Drive,C-17279/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Manning,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,3/30/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17279/1
,Gas Drive,C-17280/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,4/12/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17280/1
,Gas Drive,C-17281/1,VHP,L7042GL,,,1480,,,,,,Anderson Energy Limited,,,,,,,08-20-41-04-W5M,Rifle,CO,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,5/23/2010 0:00,2010,,,Northern US,Northern US,Gas Drive,VHP,L7042GL,C-17281/1
,Gas Drive,C-17282/1,VHP,L7042GL,,,1480,,,,,,Peyto Exploration & Development,,,,,,,09-34-53-20-W5M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,5/23/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17282/1
,Gas Drive,C-17283/1,VHP,L7042GL,,,1480,,,,,,Peyto Exploration & Development,,,,,,,09-34-53-20-W5M,Rifle,CO,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,6/20/2010 0:00,2010,,,Northern US,Northern US,Gas Drive,VHP,L7042GL,C-17283/1
,Gas Drive,C-17284/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Vernal ,UT,USA,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern US,,6/20/2010 0:00,2010,,,Northern US,Northern US,Gas Drive,VHP,L7042GL,C-17284/1
,Gas Drive,C-17285/1,VHP,L7042GL,,,1480,,,,,,Trilogy Energy,,,,,,,03-29-59-19-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/29/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17285/1
,Gas Drive,C-17286/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/29/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17286/1
,Gas Drive,C-17287/1,VHP,L7042GL,,,1480,,,,,,ConocoPhillips Canada Limited,,,,,,,01-08-70-11-W6M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,8/16/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17287/1
,Gas Drive,C-17288/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,8/27/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17288/1
,Gas Drive,C-17289/1,VHP,L7042GL,,,1480,,,,,,Bidell Equipment LP,,,,,,,6900 - 112th Avenue SE,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,L7042GL,C-17289/1
,Gas Drive,C-17319/1,VHP,L5774LT,,,1450,,,,,,Peyto Exploration & Development,,,,,,,11-21-55-20-W5M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,5/29/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17319/1
,Gas Drive,C-17320/1,VHP,L5774LT,,,1450,,,,,,Peyto Exploration & Development,,,,,,,11-21-55-20-W5M,Bonnyville,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/18/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17320/1
,Gas Drive,C-17321/1,VGF,F18GLHCR,,,440,,,,,,Enerflex Limited (Rentals) (60),,,,,,,10121 Barlow Trail NE,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VGFF18GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,1/29/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,F18GLHCR,C-17321/1
,Gas Drive,C-17340/1,VGF,H24GLHCR,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17340/1
,Gas Drive,C-17469/1,VGF,H24GLHCR,,,585,,,,,,Shell Canada Energy,,,,,,,04-15-08-99-W6M,Whitecourt,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,5/14/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17469/1
,Gas Drive,C-17470/1,VGF,H24GLHCR,,,585,,,,,,Shell Canada Energy,,,,,,,04-15-08-99-W6M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17470/1
,Gas Drive,C-17471/1,VGF,H24GLHCR,,,585,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,5/17/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17471/1
,Gas Drive,C-17580/1,VGF,H24GLHCR,,,585,,,,,,Shell Canada Energy,,,,,,,15-07-54-21-W5M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/21/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17580/1
,Gas Drive,C-17581/1,VGF,H24GLHCR,,,585,,,,,,Shell Canada Energy,,,,,,,15-07-54-21-W5M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,6/21/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17581/1
,Gas Drive,C-17583/1,VHP,L5794LT,,,1450,,,,,,Long Run Exploration Ltd,,,,,,,14-12-75-03-W6M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5794LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,7/30/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L5794LT,C-17583/1
,Gas Drive,C-17658/1,VHP,L5774LT,,,1280,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Brooks,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17658/1
,Gas Drive,C-17659/1,VHP,L5774LT,,,1280,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL5774LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,7/30/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L5774LT,C-17659/1
,Gas Drive,C-17660/1,VHP,F3521GSI,,,840,,,,,,Sinopec Daylight Energy Ltd,,,,,,,03-31-54-22-W5M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17660/1
,Gas Drive,C-17662/1,VHP,F3524GSI,,,840,,,,,,Devon Canada Corporation,,,,,,,16-20-80-03-W6M,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17662/1
,Gas Drive,C-17680/1,VHP,F3524GSI,,,840,,,,,,Devon Canada Corporation,,,,,,,02-24-62-11-W6M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2011,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17680/1
,Gas Drive,C-17699/1,VGF,H24GLHCR,,,585,,,,,,Sinopec Daylight Energy Ltd,,,,,,,16-29-48-09-W5M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,8/16/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17699/1
,Gas Drive,C-17726/1,VHP,F3524GSI,,,840,,,,,,Derksen Mechanical Services Inc,,,,,,,125 Higgins Avenue,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2011,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17726/1
,Gas Drive,C-17727/1,VHP,F3524GSI,,,840,,,,,,Petro-Canada Oil and Gas,,,,,,,PO Box 2844,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,1/7/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17727/1
,Gas Drive,C-17728/1,VHP,F3524GSI,,,840,,,,,,Murphy Oil Company Limited,,,,,,,01-26-83-15-W5M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3524GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,11/20/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,F3524GSI,C-17728/1
,Gas Drive,C-17731/1,VHP,L7042GSI,,,1480,,,,,,Polar Star Canadian Oil & Gas Inc,,,,,,,D-48-C/94-H-12,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,9/14/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17731/1
,Gas Drive,C-17732/1,VHP,L7042GSI,,,1480,,,,,,Polar Star Canadian Oil & Gas Inc,,,,,,,D-48-C/94-H-12,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,9/16/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17732/1
,Gas Drive,C-17733/1,VHP,L7044GSI,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,9/27/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17733/1
,Gas Drive,C-17734/1,VHP,L7044GSI,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,10/11/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17734/1
,Gas Drive,C-17783/1,VHP,L7044GSI,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,10/8/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17783/1
,Gas Drive,C-17784/1,VHP,L7044GSI,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,10/8/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17784/1
,Gas Drive,C-17785/1,VHP,L7044GSI,,,1680,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17785/1
,Gas Drive,C-17835/1,VGF,F18GLHCR,,,440,,,,,,Nexen Incorporated,,,,,,,B-16-I/94-O-08,London,Ontario,Canada,,,,North America,,,,,Diesel  ,VGFF18GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2011,,,Canada,Canada,Gas Drive,VGF,F18GLHCR,C-17835/1
,Gas Drive,C-17836/1,VGF,F18GLHCR,,,440,,,,,,ARC Resources Limited,,,,,,,08-26-94-06-W6M,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VGFF18GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,1/11/2011 0:00,2011,,,Canada,Canada,Gas Drive,VGF,F18GLHCR,C-17836/1
,Gas Drive,C-17847/1,VGF,H24GLHCR,,,585,,,,,,Canadian Natural Resources Limited,,,,,,,D-60-A/93-P-03,Edmonton,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,11/15/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17847/1
,Gas Drive,C-17848/1,VGF,H24GLHCR,,,585,,,,,,Canadian Natural Resources Limited,,,,,,,D-60-A/93-P-03,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VGFH24GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,11/15/2010 0:00,2010,,,Canada,Canada,Gas Drive,VGF,H24GLHCR,C-17848/1
,Gas Drive,C-17850/1,VHP,L7044GSI,,,1680,,,,,,Union Gas,,,,,,,PO Box 2001,Ft. St. John,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,10/30/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17850/1
,Gas Drive,C-17851/1,VHP,L7044GSI,,,1680,,,,,,Husky Oil Operations Limited,,,,,,,07-07-25-20-W4M,Medicine Hat,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7044GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,11/4/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,L7044GSI,C-17851/1
,Gas Drive,C-17857/1,VHP,L7042GSI,,,1480,,,,,,Keyera Partnership,,,,,,,C-04-G/94-G-07,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,3/12/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17857/1
,Gas Drive,C-17858/1,VHP,L7042GSI,,,1480,,,,,,Tourmaline Oil Corporation,,,,,,,03-18-80-17-W6M,Red Deer,AB,Canada,,,,North America,,,,,Diesel  ,VHPL7042GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,3/11/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,L7042GSI,C-17858/1
,Gas Drive,C-178611,VGF,F18GLHCR,,,440,,,,,,ARC Resources Limited,,,,,,,08-26-94-06-W6M,Calgary,AB,Canada,,,,North America,,,,,Diesel  ,VGFF18GLHCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,Canada,Canada,Gas Drive,VGF,F18GLHCR,C-178611
,Gas Drive,C-17872/1,VHP,F3521GSI,,,740,,,,,,Enerflex C & P (US Dollars),,,,,,,10121 Barlow Trail NE,Edson,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,2011,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17872/1
,Gas Drive,C-17873/1,VHP,F3521GSI,,,740,,,,,,PEAK Limited,,,,,,,PO Box 308,Grande Prairie,AB,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,2/28/2011 0:00,2011,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17873/1
,Gas Drive,C-17893/1,VHP,F3521GSI,,,740,,,,,,Nexen Incorporated,,,,,,,B-16-I/94-O-08,Fort Nelson,British Columbia,Canada,,,,North America,,,,,Diesel  ,VHPF3521GSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,12/27/2010 0:00,2010,,,Canada,Canada,Gas Drive,VHP,F3521GSI,C-17893/1
